STATE,DISTRICT,rape_cases,kidnapping_cases,assault_cases,domestic_cases,dowry_cases,trafficking_cases,other_ipc,total_crime_score,years_present,rape_avg,kidnapping_avg,assault_avg,domestic_avg,dowry_avg,trafficking_avg,other_ipc_avg,total_crime_avg,risk_label,risk_encoded
Gujarat,AMRELI,33,188,16,157,0,0,1305,1699,1,33.0,188.0,16.0,157.0,0.0,0.0,1305.0,1699.0,Low,0
Gujarat,ANAND,36,222,20,162,1,0,1530,1971,1,36.0,222.0,20.0,162.0,1.0,0.0,1530.0,1971.0,Low,0
Gujarat,Ahmedabad City,300,670,327,802,11,2,7450,9562,1,300.0,670.0,327.0,802.0,11.0,2.0,7450.0,9562.0,High,1
Gujarat,Ahmedabad Rural,54,140,62,142,0,1,2653,3052,1,54.0,140.0,62.0,142.0,0.0,1.0,2653.0,3052.0,High,1
Gujarat,Amreli,22,139,43,139,0,0,777,1120,1,22.0,139.0,43.0,139.0,0.0,0.0,777.0,1120.0,Low,0
Gujarat,Anand,36,143,47,117,0,0,1553,1896,1,36.0,143.0,47.0,117.0,0.0,0.0,1553.0,1896.0,Low,0
Gujarat,Arvalli,15,66,40,69,0,0,1192,1382,1,15.0,66.0,40.0,69.0,0.0,0.0,1192.0,1382.0,Low,0
Gujarat,BHARUCH,69,129,30,53,0,0,1245,1526,1,69.0,129.0,30.0,53.0,0.0,0.0,1245.0,1526.0,Low,0
Gujarat,BHAVNAGAR,51,318,50,220,1,0,2590,3230,1,51.0,318.0,50.0,220.0,1.0,0.0,2590.0,3230.0,High,1
Gujarat,Banaskantha,168,217,182,295,0,0,1662,2524,1,168.0,217.0,182.0,295.0,0.0,0.0,1662.0,2524.0,High,1
Gujarat,Bharuch,126,107,98,63,0,0,1092,1486,1,126.0,107.0,98.0,63.0,0.0,0.0,1092.0,1486.0,Low,0
Gujarat,Bhavnagar,51,202,114,155,0,0,1578,2100,1,51.0,202.0,114.0,155.0,0.0,0.0,1578.0,2100.0,Low,0
Gujarat,Botad,33,52,22,39,0,0,344,490,1,33.0,52.0,22.0,39.0,0.0,0.0,344.0,490.0,Low,0
Gujarat,C. I. D. Crime,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
Gujarat,CID CRIME,0,3,0,0,0,0,4,7,1,0.0,3.0,0.0,0.0,0.0,0.0,4.0,7.0,Low,0
Gujarat,Chhotaudepur,45,77,22,21,0,0,484,649,1,45.0,77.0,22.0,21.0,0.0,0.0,484.0,649.0,Low,0
Gujarat,DAHOD,42,237,15,1,0,0,403,698,1,42.0,237.0,15.0,1.0,0.0,0.0,403.0,698.0,Low,0
Gujarat,Dahod,81,172,56,133,0,0,1071,1513,1,81.0,172.0,56.0,133.0,0.0,0.0,1071.0,1513.0,Low,0
Gujarat,Dang,12,5,16,26,1,0,162,222,1,12.0,5.0,16.0,26.0,1.0,0.0,162.0,222.0,Low,0
Gujarat,Devbhumi Dwarka,9,31,28,131,0,0,461,660,1,9.0,31.0,28.0,131.0,0.0,0.0,461.0,660.0,Low,0
Gujarat,GANDHINAGAR,66,203,31,200,0,0,5574,6074,1,66.0,203.0,31.0,200.0,0.0,0.0,5574.0,6074.0,High,1
Gujarat,Gandhinagar,54,140,46,152,0,0,2852,3244,1,54.0,140.0,46.0,152.0,0.0,0.0,2852.0,3244.0,High,1
Gujarat,Gir Somnath,51,59,62,125,1,0,566,864,1,51.0,59.0,62.0,125.0,1.0,0.0,566.0,864.0,Low,0
Gujarat,HIMATNAGAR,42,226,33,304,0,0,8828,9433,1,42.0,226.0,33.0,304.0,0.0,0.0,8828.0,9433.0,High,1
Gujarat,JAMNAGAR,81,174,26,480,1,0,2045,2807,1,81.0,174.0,26.0,480.0,1.0,0.0,2045.0,2807.0,High,1
Gujarat,JUNAGADH,87,244,52,461,1,0,2074,2919,1,87.0,244.0,52.0,461.0,1.0,0.0,2074.0,2919.0,High,1
Gujarat,Jamnagar,102,116,53,230,1,0,1817,2319,1,102.0,116.0,53.0,230.0,1.0,0.0,1817.0,2319.0,High,1
Gujarat,Junagadh,63,112,84,297,0,0,1051,1607,1,63.0,112.0,84.0,297.0,0.0,0.0,1051.0,1607.0,Low,0
Gujarat,KHEDA NORTH,42,208,21,148,0,0,3657,4076,1,42.0,208.0,21.0,148.0,0.0,0.0,3657.0,4076.0,High,1
Gujarat,KUTCH (EAST(G)),75,143,34,249,0,0,1427,1928,1,75.0,143.0,34.0,249.0,0.0,0.0,1427.0,1928.0,Low,0
Gujarat,KUTCH (WEST-BHUJ),84,96,29,200,0,0,1097,1506,1,84.0,96.0,29.0,200.0,0.0,0.0,1097.0,1506.0,Low,0
Gujarat,Kachchh East(G),93,83,70,159,0,0,1395,1800,1,93.0,83.0,70.0,159.0,0.0,0.0,1395.0,1800.0,Low,0
Gujarat,Kachchh West(B),55,64,57,203,0,0,778,1157,1,55.0,64.0,57.0,203.0,0.0,0.0,778.0,1157.0,Low,0
Gujarat,Kheda,36,157,58,86,0,0,1901,2238,1,36.0,157.0,58.0,86.0,0.0,0.0,1901.0,2238.0,High,1
Gujarat,MEHSANA,33,402,37,321,0,0,5375,6168,1,33.0,402.0,37.0,321.0,0.0,0.0,5375.0,6168.0,High,1
Gujarat,Mahisagar,30,49,30,96,0,0,500,705,1,30.0,49.0,30.0,96.0,0.0,0.0,500.0,705.0,Low,0
Gujarat,Mehsana,18,198,84,270,0,0,3640,4210,1,18.0,198.0,84.0,270.0,0.0,0.0,3640.0,4210.0,High,1
Gujarat,Morbi,27,54,35,92,3,0,608,819,1,27.0,54.0,35.0,92.0,3.0,0.0,608.0,819.0,Low,0
Gujarat,NARMADA,21,69,15,10,0,0,383,498,1,21.0,69.0,15.0,10.0,0.0,0.0,383.0,498.0,Low,0
Gujarat,NAVSARI,27,109,13,88,0,0,967,1204,1,27.0,109.0,13.0,88.0,0.0,0.0,967.0,1204.0,Low,0
Gujarat,Narmada,24,30,42,15,0,0,246,357,1,24.0,30.0,42.0,15.0,0.0,0.0,246.0,357.0,Low,0
Gujarat,Navsari,45,63,38,69,0,0,479,694,1,45.0,63.0,38.0,69.0,0.0,0.0,479.0,694.0,Low,0
Gujarat,PALANPUR,186,302,96,377,0,0,2948,3909,1,186.0,302.0,96.0,377.0,0.0,0.0,2948.0,3909.0,High,1
Gujarat,PANCHMAHAL,48,288,46,217,0,0,1944,2543,1,48.0,288.0,46.0,217.0,0.0,0.0,1944.0,2543.0,High,1
Gujarat,PATAN,57,222,47,174,0,0,2306,2806,1,57.0,222.0,47.0,174.0,0.0,0.0,2306.0,2806.0,High,1
Gujarat,PORBANDAR,18,46,6,79,0,0,441,590,1,18.0,46.0,6.0,79.0,0.0,0.0,441.0,590.0,Low,0
Gujarat,Panchmahal,73,135,56,106,0,0,758,1128,1,73.0,135.0,56.0,106.0,0.0,0.0,758.0,1128.0,Low,0
Gujarat,Patan,75,97,102,138,1,0,844,1257,1,75.0,97.0,102.0,138.0,1.0,0.0,844.0,1257.0,Low,0
Gujarat,Porbandar,24,37,37,93,1,0,408,600,1,24.0,37.0,37.0,93.0,1.0,0.0,408.0,600.0,Low,0
Gujarat,RAJKOT COMMR.,42,173,18,254,1,0,1284,1772,1,42.0,173.0,18.0,254.0,1.0,0.0,1284.0,1772.0,Low,0
Gujarat,RAJKOT RURAL,90,240,41,404,1,0,2595,3371,1,90.0,240.0,41.0,404.0,1.0,0.0,2595.0,3371.0,High,1
Gujarat,Rajkot City,51,178,67,301,0,0,807,1404,1,51.0,178.0,67.0,301.0,0.0,0.0,807.0,1404.0,Low,0
Gujarat,Rajkot Rural,90,129,73,234,1,0,928,1455,1,90.0,129.0,73.0,234.0,1.0,0.0,928.0,1455.0,Low,0
Gujarat,SURAT COMMR.,228,813,91,491,2,0,20310,21935,1,228.0,813.0,91.0,491.0,2.0,0.0,20310.0,21935.0,High,1
Gujarat,SURAT RURAL,57,99,15,114,1,0,1754,2040,1,57.0,99.0,15.0,114.0,1.0,0.0,1754.0,2040.0,Low,0
Gujarat,SURENDRANAGAR,54,208,51,133,0,0,1286,1732,1,54.0,208.0,51.0,133.0,0.0,0.0,1286.0,1732.0,Low,0
Gujarat,Sabarkantha,30,72,67,131,0,0,1694,1994,1,30.0,72.0,67.0,131.0,0.0,0.0,1694.0,1994.0,Low,0
Gujarat,Surat City,282,487,140,405,2,0,116,1432,1,282.0,487.0,140.0,405.0,2.0,0.0,116.0,1432.0,Low,0
Gujarat,Surat Rural,63,79,68,90,0,0,1174,1474,1,63.0,79.0,68.0,90.0,0.0,0.0,1174.0,1474.0,Low,0
Gujarat,Surendranagar,66,73,72,89,0,0,930,1230,1,66.0,73.0,72.0,89.0,0.0,0.0,930.0,1230.0,Low,0
Gujarat,TAPI,24,51,13,12,0,0,406,506,1,24.0,51.0,13.0,12.0,0.0,0.0,406.0,506.0,Low,0
Gujarat,Tapi,45,23,107,20,0,0,284,479,1,45.0,23.0,107.0,20.0,0.0,0.0,284.0,479.0,Low,0
Gujarat,Total,2529,4968,2877,5991,23,3,52810,69201,1,2529.0,4968.0,2877.0,5991.0,23.0,3.0,52810.0,69201.0,High,1
Gujarat,VADODARA COMMR.,57,232,107,417,0,0,9433,10246,1,57.0,232.0,107.0,417.0,0.0,0.0,9433.0,10246.0,High,1
Gujarat,VADODARA RURAL,75,215,29,110,0,0,1909,2338,1,75.0,215.0,29.0,110.0,0.0,0.0,1909.0,2338.0,High,1
Gujarat,VALSAD,57,195,33,28,0,0,1170,1483,1,57.0,195.0,33.0,28.0,0.0,0.0,1170.0,1483.0,Low,0
Gujarat,Vadodara City,69,171,226,306,1,0,6592,7365,1,69.0,171.0,226.0,306.0,1.0,0.0,6592.0,7365.0,High,1
Gujarat,Vadodara Rural,33,123,75,67,0,0,1205,1503,1,33.0,123.0,75.0,67.0,0.0,0.0,1205.0,1503.0,Low,0
Gujarat,Valsad,78,210,54,83,0,0,659,1084,1,78.0,210.0,54.0,83.0,0.0,0.0,659.0,1084.0,Low,0
Gujarat,W.RLY AHMEDABAD,0,19,2,5,0,0,37,63,1,0.0,19.0,2.0,5.0,0.0,0.0,37.0,63.0,Low,0
Gujarat,W.RLY VADODARA,3,6,6,0,0,0,47,62,1,3.0,6.0,6.0,0.0,0.0,0.0,47.0,62.0,Low,0
Gujarat,W.Rly  Ahmedabad,0,2,12,2,0,0,36,52,1,0.0,2.0,12.0,2.0,0.0,0.0,36.0,52.0,Low,0
Gujarat,W.Rly Vadodara,0,6,5,0,0,0,63,74,1,0.0,6.0,5.0,0.0,0.0,0.0,63.0,74.0,Low,0
Gujarat,ZZ TOTAL,2196,7562,1243,7812,29,0,100638,119480,1,2196.0,7562.0,1243.0,7812.0,29.0,0.0,100638.0,119480.0,High,1
HARYANA,AMBALA,711,872,235,1806,109,0,11279,15012,11,64.63636363636364,79.27272727272727,21.363636363636363,164.1818181818182,9.909090909090908,0.0,1025.3636363636363,1364.7272727272727,High,1
HARYANA,AMBALA RURAL,33,75,12,73,7,0,462,662,1,33.0,75.0,12.0,73.0,7.0,0.0,462.0,662.0,Low,0
HARYANA,AMBALA URBAN,63,189,23,159,5,0,759,1198,1,63.0,189.0,23.0,159.0,5.0,0.0,759.0,1198.0,Low,0
HARYANA,BHIWANI,927,1286,340,1088,269,0,12055,15965,12,77.25,107.16666666666667,28.333333333333332,90.66666666666667,22.416666666666668,0.0,1004.5833333333334,1330.4166666666667,High,1
HARYANA,FARIDABAD,1503,3073,420,1985,210,0,28034,35225,12,125.25,256.0833333333333,35.0,165.41666666666666,17.5,0.0,2336.1666666666665,2935.4166666666665,High,1
HARYANA,FATEHABAD,438,845,169,1016,80,0,6690,9238,12,36.5,70.41666666666667,14.083333333333334,84.66666666666667,6.666666666666667,0.0,557.5,769.8333333333334,High,1
HARYANA,GRP,45,103,47,2,77,0,5371,5645,12,3.75,8.583333333333334,3.9166666666666665,0.16666666666666666,6.416666666666667,0.0,447.5833333333333,470.4166666666667,High,1
HARYANA,GURGAON,1221,1979,305,1356,214,0,21940,27015,12,101.75,164.91666666666666,25.416666666666668,113.0,17.833333333333332,0.0,1828.3333333333333,2251.25,High,1
HARYANA,HISSAR,861,1594,338,2117,197,0,15352,20459,12,71.75,132.83333333333334,28.166666666666668,176.41666666666666,16.416666666666668,0.0,1279.3333333333333,1704.9166666666667,High,1
HARYANA,JHAJJAR,693,701,269,1226,178,0,5628,8695,12,57.75,58.416666666666664,22.416666666666668,102.16666666666667,14.833333333333334,0.0,469.0,724.5833333333334,High,1
HARYANA,JIND,906,802,197,835,166,0,7622,10528,12,75.5,66.83333333333333,16.416666666666668,69.58333333333333,13.833333333333334,0.0,635.1666666666666,877.3333333333334,High,1
HARYANA,KAITHAL,654,531,188,1601,112,0,6555,9641,12,54.5,44.25,15.666666666666666,133.41666666666666,9.333333333333334,0.0,546.25,803.4166666666666,High,1
HARYANA,KARNAL,1686,1091,363,2196,194,0,8174,13704,12,140.5,90.91666666666667,30.25,183.0,16.166666666666668,0.0,681.1666666666666,1142.0,High,1
HARYANA,KURUKSHETRA,1029,840,226,1112,113,0,10857,14177,12,85.75,70.0,18.833333333333332,92.66666666666667,9.416666666666666,0.0,904.75,1181.4166666666667,High,1
HARYANA,MAHENDRAGARH,594,771,236,593,107,0,9608,11909,12,49.5,64.25,19.666666666666668,49.416666666666664,8.916666666666666,0.0,800.6666666666666,992.4166666666666,High,1
HARYANA,MEWAT,792,493,107,1121,57,0,6012,8582,8,99.0,61.625,13.375,140.125,7.125,0.0,751.5,1072.75,High,1
HARYANA,PALWAL,690,721,179,549,80,0,6009,8228,7,98.57142857142857,103.0,25.571428571428573,78.42857142857143,11.428571428571429,0.0,858.4285714285714,1175.4285714285713,High,1
HARYANA,PANCHKULA,432,621,194,784,38,0,7244,9313,12,36.0,51.75,16.166666666666668,65.33333333333333,3.1666666666666665,0.0,603.6666666666666,776.0833333333334,High,1
HARYANA,PANIPAT,1571,1459,227,1549,149,0,7919,12874,12,130.91666666666666,121.58333333333333,18.916666666666668,129.08333333333334,12.416666666666666,0.0,659.9166666666666,1072.8333333333333,High,1
HARYANA,REWARI,636,776,253,690,126,0,11454,13935,12,53.0,64.66666666666667,21.083333333333332,57.5,10.5,0.0,954.5,1161.25,High,1
HARYANA,ROHTAK,1200,869,257,974,201,0,8576,12077,12,100.0,72.41666666666667,21.416666666666668,81.16666666666667,16.75,0.0,714.6666666666666,1006.4166666666666,High,1
HARYANA,SIRSA,831,999,216,1453,101,0,7952,11552,12,69.25,83.25,18.0,121.08333333333333,8.416666666666666,0.0,662.6666666666666,962.6666666666666,High,1
HARYANA,SONIPAT,882,1516,306,1450,247,0,10551,14952,12,73.5,126.33333333333333,25.5,120.83333333333333,20.583333333333332,0.0,879.25,1246.0,High,1
HARYANA,TOTAL,19229,23441,5323,27112,3130,0,224844,303079,12,1602.4166666666667,1953.4166666666667,443.5833333333333,2259.3333333333335,260.8333333333333,0.0,18737.0,25256.583333333332,High,1
HARYANA,YAMUNANAGAR,831,1235,216,1377,93,0,8741,12493,12,69.25,102.91666666666667,18.0,114.75,7.75,0.0,728.4166666666666,1041.0833333333333,High,1
HIMACHAL PRADESH,BADDIPOLICEDIST,81,108,25,38,1,0,423,676,4,20.25,27.0,6.25,9.5,0.25,0.0,105.75,169.0,Low,0
HIMACHAL PRADESH,BILASPUR,363,257,341,319,4,0,8692,9976,12,30.25,21.416666666666668,28.416666666666668,26.583333333333332,0.3333333333333333,0.0,724.3333333333334,831.3333333333334,High,1
HIMACHAL PRADESH,CHAMBA,426,543,259,117,8,0,3464,4817,12,35.5,45.25,21.583333333333332,9.75,0.6666666666666666,0.0,288.6666666666667,401.4166666666667,High,1
HIMACHAL PRADESH,CID,0,0,0,0,0,0,12,12,4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,Low,0
HIMACHAL PRADESH,G.R.P.,0,2,0,0,0,0,59,61,12,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,4.916666666666667,5.083333333333333,Low,0
HIMACHAL PRADESH,HAMIRPUR,204,345,230,293,2,0,5566,6640,12,17.0,28.75,19.166666666666668,24.416666666666668,0.16666666666666666,0.0,463.8333333333333,553.3333333333334,High,1
HIMACHAL PRADESH,KANGRA,696,977,505,614,9,0,16824,19625,12,58.0,81.41666666666667,42.083333333333336,51.166666666666664,0.75,0.0,1402.0,1635.4166666666667,High,1
HIMACHAL PRADESH,KINNAUR,189,91,38,43,1,0,974,1336,12,15.75,7.583333333333333,3.1666666666666665,3.5833333333333335,0.08333333333333333,0.0,81.16666666666667,111.33333333333333,Low,0
HIMACHAL PRADESH,KULLU,618,415,273,166,3,0,6105,7580,12,51.5,34.583333333333336,22.75,13.833333333333334,0.25,0.0,508.75,631.6666666666666,High,1
HIMACHAL PRADESH,LAHAUL-SPITI,30,12,5,11,0,0,565,623,12,2.5,1.0,0.4166666666666667,0.9166666666666666,0.0,0.0,47.083333333333336,51.916666666666664,Low,0
HIMACHAL PRADESH,MANDI,783,468,718,470,5,0,13824,16268,12,65.25,39.0,59.833333333333336,39.166666666666664,0.4166666666666667,0.0,1152.0,1355.6666666666667,High,1
HIMACHAL PRADESH,SHIMLA,927,765,481,335,6,0,14282,16796,12,77.25,63.75,40.083333333333336,27.916666666666668,0.5,0.0,1190.1666666666667,1399.6666666666667,High,1
HIMACHAL PRADESH,SIRMAUR,384,416,329,259,6,0,4851,6245,12,32.0,34.666666666666664,27.416666666666668,21.583333333333332,0.5,0.0,404.25,520.4166666666666,High,1
HIMACHAL PRADESH,SOLAN,411,433,237,261,7,0,6079,7428,12,34.25,36.083333333333336,19.75,21.75,0.5833333333333334,0.0,506.5833333333333,619.0,High,1
HIMACHAL PRADESH,TOTAL,5412,5137,3597,3245,55,0,87178,104624,12,451.0,428.0833333333333,299.75,270.4166666666667,4.583333333333333,0.0,7264.833333333333,8718.666666666666,High,1
HIMACHAL PRADESH,UNA,300,305,156,319,3,0,5458,6541,12,25.0,25.416666666666668,13.0,26.583333333333332,0.25,0.0,454.8333333333333,545.0833333333334,High,1
Haryana,AMBALA RURAL,51,192,32,79,3,0,339,696,1,51.0,192.0,32.0,79.0,3.0,0.0,339.0,696.0,Low,0
Haryana,AMBALA URBAN,72,410,48,170,1,0,583,1284,1,72.0,410.0,48.0,170.0,1.0,0.0,583.0,1284.0,Low,0
Haryana,Ambala (Rural),81,83,34,52,9,0,215,474,1,81.0,83.0,34.0,52.0,9.0,0.0,215.0,474.0,Low,0
Haryana,Ambala (Urban),96,195,47,111,8,0,288,745,1,96.0,195.0,47.0,111.0,8.0,0.0,288.0,745.0,Low,0
Haryana,BHIWANI,156,456,97,144,20,0,1233,2106,1,156.0,456.0,97.0,144.0,20.0,0.0,1233.0,2106.0,Low,0
Haryana,Bhiwani,142,129,199,119,12,1,1701,2303,1,142.0,129.0,199.0,119.0,12.0,1.0,1701.0,2303.0,High,1
Haryana,FARIDABAD,195,425,90,255,22,0,1529,2516,1,195.0,425.0,90.0,255.0,22.0,0.0,1529.0,2516.0,High,1
Haryana,FATEHABAD,90,135,46,193,2,0,788,1254,1,90.0,135.0,46.0,193.0,2.0,0.0,788.0,1254.0,Low,0
Haryana,Faridabad,307,577,204,302,20,0,1709,3119,1,307.0,577.0,204.0,302.0,20.0,0.0,1709.0,3119.0,High,1
Haryana,Fatehabad,82,44,114,154,7,1,1071,1473,1,82.0,44.0,114.0,154.0,7.0,1.0,1071.0,1473.0,Low,0
Haryana,G. R. P.,3,8,35,0,8,0,562,616,1,3.0,8.0,35.0,0.0,8.0,0.0,562.0,616.0,Low,0
Haryana,GRP,6,25,18,0,3,0,551,603,1,6.0,25.0,18.0,0.0,3.0,0.0,551.0,603.0,Low,0
Haryana,GURGAON,246,710,97,290,18,0,2495,3856,1,246.0,710.0,97.0,290.0,18.0,0.0,2495.0,3856.0,High,1
Haryana,Gurgaon,364,473,323,277,19,4,2560,4020,1,364.0,473.0,323.0,277.0,19.0,4.0,2560.0,4020.0,High,1
Haryana,HISSAR,183,325,118,319,17,0,2164,3126,1,183.0,325.0,118.0,319.0,17.0,0.0,2164.0,3126.0,High,1
Haryana,Hissar,168,90,183,323,14,0,2056,2834,1,168.0,90.0,183.0,323.0,14.0,0.0,2056.0,2834.0,High,1
Haryana,I&P HARYANA,0,0,0,0,0,0,649,649,1,0.0,0.0,0.0,0.0,0.0,0.0,649.0,649.0,Low,0
Haryana,Irrigation & Power,0,0,0,0,0,0,192,192,1,0.0,0.0,0.0,0.0,0.0,0.0,192.0,192.0,Low,0
Haryana,JHAJJAR,51,138,44,109,22,0,591,955,1,51.0,138.0,44.0,109.0,22.0,0.0,591.0,955.0,Low,0
Haryana,JIND,114,273,69,121,9,0,769,1355,1,114.0,273.0,69.0,121.0,9.0,0.0,769.0,1355.0,Low,0
Haryana,Jhajjar,170,39,101,125,25,0,417,877,1,170.0,39.0,101.0,125.0,25.0,0.0,417.0,877.0,Low,0
Haryana,Jind,75,102,134,120,12,0,1036,1479,1,75.0,102.0,134.0,120.0,12.0,0.0,1036.0,1479.0,Low,0
Haryana,KAITHAL,78,284,39,146,4,0,527,1078,1,78.0,284.0,39.0,146.0,4.0,0.0,527.0,1078.0,Low,0
Haryana,KARNAL,216,942,181,213,12,0,1099,2663,1,216.0,942.0,181.0,213.0,12.0,0.0,1099.0,2663.0,High,1
Haryana,KURUKSHETRA,75,168,70,137,8,0,867,1325,1,75.0,168.0,70.0,137.0,8.0,0.0,867.0,1325.0,Low,0
Haryana,Kaithal,100,139,116,116,10,0,439,920,1,100.0,139.0,116.0,116.0,10.0,0.0,439.0,920.0,Low,0
Haryana,Karnal,310,426,193,223,17,0,626,1795,1,310.0,426.0,193.0,223.0,17.0,0.0,626.0,1795.0,Low,0
Haryana,Kurukshetra,114,118,125,100,6,0,561,1024,1,114.0,118.0,125.0,100.0,6.0,0.0,561.0,1024.0,Low,0
Haryana,MAHENDRAGARH,84,191,81,84,9,0,641,1090,1,84.0,191.0,81.0,84.0,9.0,0.0,641.0,1090.0,Low,0
Haryana,MEWAT,204,121,46,198,10,0,812,1391,1,204.0,121.0,46.0,198.0,10.0,0.0,812.0,1391.0,Low,0
Haryana,Mahendergarh,79,82,163,78,15,0,488,905,1,79.0,82.0,163.0,78.0,15.0,0.0,488.0,905.0,Low,0
Haryana,Mewat,257,102,173,106,5,0,624,1267,1,257.0,102.0,173.0,106.0,5.0,0.0,624.0,1267.0,Low,0
Haryana,PALWAL,153,181,77,192,12,0,806,1421,1,153.0,181.0,77.0,192.0,12.0,0.0,806.0,1421.0,Low,0
Haryana,PANCHKULA,45,428,41,80,4,0,457,1055,1,45.0,428.0,41.0,80.0,4.0,0.0,457.0,1055.0,Low,0
Haryana,PANIPAT,156,402,60,118,14,0,1064,1814,1,156.0,402.0,60.0,118.0,14.0,0.0,1064.0,1814.0,Low,0
Haryana,Palwal,150,120,192,193,16,0,672,1343,1,150.0,120.0,192.0,193.0,16.0,0.0,672.0,1343.0,Low,0
Haryana,Panchkula,110,164,63,73,5,0,262,677,1,110.0,164.0,63.0,73.0,5.0,0.0,262.0,677.0,Low,0
Haryana,Panipat,204,180,194,227,18,0,1389,2212,1,204.0,180.0,194.0,227.0,18.0,0.0,1389.0,2212.0,High,1
Haryana,REWARI,129,182,62,117,13,0,795,1298,1,129.0,182.0,62.0,117.0,13.0,0.0,795.0,1298.0,Low,0
Haryana,ROHTAK,153,217,55,127,17,0,875,1444,1,153.0,217.0,55.0,127.0,17.0,0.0,875.0,1444.0,Low,0
Haryana,Rewari,139,197,165,105,11,0,382,999,1,139.0,197.0,165.0,105.0,11.0,0.0,382.0,999.0,Low,0
Haryana,Rohtak,207,95,196,168,16,1,1093,1776,1,207.0,95.0,196.0,168.0,16.0,1.0,1093.0,1776.0,Low,0
Haryana,SIRSA,192,393,58,187,5,0,1061,1896,1,192.0,393.0,58.0,187.0,5.0,0.0,1061.0,1896.0,Low,0
Haryana,SONIPAT,150,195,71,167,27,0,1177,1787,1,150.0,195.0,71.0,167.0,27.0,0.0,1177.0,1787.0,Low,0
Haryana,Sirsa,154,140,174,174,5,1,1528,2176,1,154.0,140.0,174.0,174.0,5.0,1.0,1528.0,2176.0,High,1
Haryana,Sonipat,189,145,198,162,28,0,1250,1972,1,189.0,145.0,198.0,162.0,28.0,0.0,1250.0,1972.0,Low,0
Haryana,Total,3658,4117,3478,3478,293,9,21923,36956,1,3658.0,4117.0,3478.0,3478.0,293.0,9.0,21923.0,36956.0,High,1
Haryana,YAMUNANAGAR,114,708,60,171,11,0,895,1959,1,114.0,708.0,60.0,171.0,11.0,0.0,895.0,1959.0,Low,0
Haryana,Yamunanagar,157,469,152,170,7,1,802,1758,1,157.0,469.0,152.0,170.0,7.0,1.0,802.0,1758.0,Low,0
Haryana,ZZ TOTAL,2913,7501,1560,3617,263,0,22767,38621,1,2913.0,7501.0,1560.0,3617.0,263.0,0.0,22767.0,38621.0,High,1
Himachal Pradesh,BADDIPOLICEDIST,18,71,17,20,0,0,149,275,1,18.0,71.0,17.0,20.0,0.0,0.0,149.0,275.0,Low,0
Himachal Pradesh,BILASPUR,39,145,32,32,0,0,674,922,1,39.0,145.0,32.0,32.0,0.0,0.0,674.0,922.0,Low,0
Himachal Pradesh,Baddi,27,27,31,19,0,1,191,296,1,27.0,27.0,31.0,19.0,0.0,1.0,191.0,296.0,Low,0
Himachal Pradesh,Bilaspur,46,91,144,25,0,0,579,885,1,46.0,91.0,144.0,25.0,0.0,0.0,579.0,885.0,Low,0
Himachal Pradesh,C. I. D.,3,0,0,0,0,0,1,4,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,Low,0
Himachal Pradesh,CHAMBA,57,41,31,7,0,0,333,469,1,57.0,41.0,31.0,7.0,0.0,0.0,333.0,469.0,Low,0
Himachal Pradesh,CID,3,0,0,0,0,0,9,12,1,3.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,Low,0
Himachal Pradesh,Chamba,69,39,55,9,0,0,267,439,1,69.0,39.0,55.0,9.0,0.0,0.0,267.0,439.0,Low,0
Himachal Pradesh,G. R. P.,0,0,0,0,0,0,7,7,1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,Low,0
Himachal Pradesh,G.R.P.,0,0,1,0,0,0,12,13,1,0.0,0.0,1.0,0.0,0.0,0.0,12.0,13.0,Low,0
Himachal Pradesh,HAMIRPUR,36,43,31,23,0,0,379,512,1,36.0,43.0,31.0,23.0,0.0,0.0,379.0,512.0,Low,0
Himachal Pradesh,Hamirpur,39,36,78,27,0,0,377,557,1,39.0,36.0,78.0,27.0,0.0,0.0,377.0,557.0,Low,0
Himachal Pradesh,KANGRA,99,175,100,53,0,0,1964,2391,1,99.0,175.0,100.0,53.0,0.0,0.0,1964.0,2391.0,High,1
Himachal Pradesh,KINNAUR,18,10,8,4,0,0,74,114,1,18.0,10.0,8.0,4.0,0.0,0.0,74.0,114.0,Low,0
Himachal Pradesh,KULLU,87,84,44,30,0,0,512,757,1,87.0,84.0,44.0,30.0,0.0,0.0,512.0,757.0,Low,0
Himachal Pradesh,Kangra,132,58,173,46,0,0,1384,1793,1,132.0,58.0,173.0,46.0,0.0,0.0,1384.0,1793.0,Low,0
Himachal Pradesh,Kinnaur,30,9,11,3,0,0,51,104,1,30.0,9.0,11.0,3.0,0.0,0.0,51.0,104.0,Low,0
Himachal Pradesh,Kullu,48,24,70,21,0,0,405,568,1,48.0,24.0,70.0,21.0,0.0,0.0,405.0,568.0,Low,0
Himachal Pradesh,LAHAUL-SPITI,3,0,0,0,0,0,70,73,1,3.0,0.0,0.0,0.0,0.0,0.0,70.0,73.0,Low,0
