STATE,DISTRICT,rape_avg,kidnapping_avg,assault_avg,domestic_avg,dowry_avg,trafficking_avg,other_ipc_avg,total_crime_avg,risk_label,risk_encoded
DELHI UT,VIGILANCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
DELHI UT,WEST,653.0,1728.0,715.5,472.5,17.5,5.0,2799.5,6391.0,High,1
DELHI UT,WEST DELHI,201.0,595.1666666666666,65.33333333333333,198.91666666666663,17.25,0.0,2649.5,3727.1666666666665,High,1
GOA,C I D,9.0,0.0,6.0,1.0,0.0,13.0,7.0,36.0,Low,0
GOA,NORTH GOA,117.08333333333331,111.08333333333331,150.11111111111111,11.888888888888893,0.3055555555555555,0.3333333333333333,539.1944444444445,930.0,Low,0
GOA,SOUTH GOA,90.75,97.25,64.66666666666667,18.08333333333333,0.2222222222222222,0.0,366.8055555555556,637.7777777777777,Low,0
GUJARAT,AHMEDABAD,150.125,485.1805555555556,115.2361111111111,656.8194444444445,6.486111111111112,0.5,5713.625,7127.972222222223,High,1
GUJARAT,AHWA DANG,9.625,9.208333333333334,4.708333333333333,12.958333333333334,0.0416666666666666,0.0,115.58333333333334,152.125,Low,0
GUJARAT,AMRELI,26.33333333333333,156.91666666666666,27.222222222222225,140.72222222222223,0.25,0.0,1113.9722222222224,1465.4166666666667,High,1
GUJARAT,ANAND,33.75,161.97222222222223,30.666666666666668,149.16666666666666,0.3611111111111111,0.0,1636.8333333333333,2012.75,High,1
GUJARAT,ARVALLI,15.0,66.0,40.0,69.0,0.0,0.0,1192.0,1382.0,Low,0
GUJARAT,BANASKANTHA,168.0,217.0,182.0,295.0,0.0,0.0,1662.0,2524.0,High,1
GUJARAT,BHARUCH,74.83333333333333,102.6388888888889,48.61111111111111,56.86111111111112,0.0,0.0,1269.388888888889,1552.3333333333333,Low,0
GUJARAT,BHAVNAGAR,46.5,252.13888888888889,72.75,186.9722222222222,0.9722222222222224,0.0,2513.583333333333,3072.9166666666665,High,1
GUJARAT,BOTAD,33.0,52.0,22.0,39.0,0.0,0.0,344.0,490.0,Low,0
GUJARAT,C I D CRIME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
GUJARAT,CHHOTAUDEPUR,45.0,77.0,22.0,21.0,0.0,0.0,484.0,649.0,Low,0
GUJARAT,DAHOD,48.25,170.36111111111111,30.5,53.77777777777777,0.0,0.0,742.3333333333334,1045.2222222222222,Low,0
GUJARAT,DANG,12.0,5.0,16.0,26.0,1.0,0.0,162.0,222.0,Low,0
GUJARAT,DEVBHUMI DWARKA,9.0,31.0,28.0,131.0,0.0,0.0,461.0,660.0,Low,0
GUJARAT,GANDHINAGAR,49.66666666666666,139.02777777777777,31.222222222222225,163.2222222222222,0.4722222222222222,0.0,3686.0277777777774,4069.6388888888887,High,1
GUJARAT,GIR SOMNATH,51.0,59.0,62.0,125.0,1.0,0.0,566.0,864.0,Low,0
GUJARAT,HIMATNAGAR,38.625,173.5,34.66666666666667,248.04166666666663,0.2916666666666667,0.0,6054.75,6549.875,High,1
GUJARAT,JAMNAGAR,77.0,126.27777777777776,33.55555555555556,314.6111111111111,0.8888888888888888,0.0,2246.555555555555,2798.8888888888887,High,1
GUJARAT,JUNAGADH,61.833333333333336,171.36111111111111,59.75,388.5833333333333,1.6388888888888886,0.0,1903.611111111111,2586.777777777778,High,1
GUJARAT,KACHCHH EAST G,93.0,83.0,70.0,159.0,0.0,0.0,1395.0,1800.0,Low,0
GUJARAT,KACHCHH WEST B,55.0,64.0,57.0,203.0,0.0,0.0,778.0,1157.0,Low,0
GUJARAT,KHEDA,36.0,157.0,58.0,86.0,0.0,0.0,1901.0,2238.0,High,1
GUJARAT,KHEDA NORTH,39.625,163.5,25.541666666666664,149.70833333333331,0.0,0.0,3299.375,3677.75,High,1
GUJARAT,KUTCH,29.1,108.1,27.6,236.7,1.5,0.0,2396.4,2799.4,High,1
GUJARAT,KUTCH EAST G,56.25,106.0,23.25,205.75,0.75,0.0,1639.25,2031.25,High,1
GUJARAT,KUTCH WEST BHUJ,59.25,72.5,22.5,158.75,0.0,0.0,1103.5,1416.5,Low,0
GUJARAT,MAHISAGAR,30.0,49.0,30.0,96.0,0.0,0.0,500.0,705.0,Low,0
GUJARAT,MEHSANA,24.666666666666668,252.9722222222222,50.13888888888889,270.25,0.4166666666666667,0.0,3797.944444444444,4396.388888888889,High,1
GUJARAT,MORBI,27.0,54.0,35.0,92.0,3.0,0.0,608.0,819.0,Low,0
GUJARAT,NARMADA,21.08333333333333,37.833333333333336,20.75,11.305555555555555,0.0,0.0,350.6666666666667,441.6388888888889,Low,0
GUJARAT,NAVSARI,27.5,66.55555555555556,18.25,62.91666666666666,0.0833333333333333,0.0,748.7222222222222,924.0277777777778,High,1
GUJARAT,PALANPUR,132.375,240.8333333333333,72.91666666666667,291.5833333333333,0.375,0.0,2404.4166666666665,3142.5,High,1
GUJARAT,PANCHMAHAL,49.66666666666666,186.08333333333331,44.19444444444444,150.61111111111111,0.0277777777777777,0.0,1541.4722222222224,1972.0555555555557,High,1
GUJARAT,PATAN,53.0,133.94444444444443,59.36111111111111,146.16666666666666,0.3333333333333333,0.0,1527.2777777777776,1920.0833333333333,High,1
GUJARAT,PORBANDAR,17.333333333333332,36.66666666666666,16.222222222222225,75.91666666666667,0.5277777777777778,0.0,477.3611111111112,624.0277777777778,High,1
GUJARAT,RAJKOT,59.75,165.58333333333334,41.5,277.88888888888886,1.3055555555555556,0.0,1641.25,2187.277777777778,High,1
GUJARAT,SABARKANTHA,30.0,72.0,67.0,131.0,0.0,0.0,1694.0,1994.0,High,1
GUJARAT,SURAT,123.08333333333331,297.02777777777777,59.26388888888889,232.65277777777771,3.152777777777778,0.0,4550.972222222222,5266.152777777777,High,1
GUJARAT,SURENDRANAGAR,57.16666666666666,128.88888888888889,54.44444444444445,106.8611111111111,0.3611111111111111,0.0,1276.9722222222224,1624.6944444444443,Low,0
GUJARAT,TAPI,27.0,27.2,41.4,14.4,0.0,0.0,333.8,443.8,Low,0
GUJARAT,VADODARA,50.708333333333336,167.5277777777778,79.47222222222223,193.2361111111111,0.1805555555555555,0.0,3914.361111111111,4405.48611111111,High,1
GUJARAT,VALSAD,52.66666666666666,150.66666666666666,31.88888888888889,46.97222222222223,0.0277777777777777,0.0,1026.9166666666667,1309.138888888889,Low,0
HARYANA,AMBALA,65.8051948051948,174.75324675324674,31.05194805194805,115.45454545454548,6.129870129870129,0.0,524.4805194805195,917.6753246753248,High,1
HARYANA,BHIWANI,125.08333333333331,230.72222222222223,108.1111111111111,117.8888888888889,18.13888888888889,0.3333333333333333,1312.861111111111,1913.138888888889,Low,0
HARYANA,FARIDABAD,209.08333333333331,419.3611111111111,109.66666666666669,240.80555555555557,19.83333333333333,0.0,1858.0555555555557,2856.805555555555,High,1
HARYANA,FATEHABAD,69.5,83.1388888888889,58.02777777777778,143.88888888888889,5.222222222222222,0.3333333333333333,805.5,1165.611111111111,High,1
HARYANA,GURGAON,237.25,449.3055555555555,148.47222222222223,226.66666666666663,18.27777777777777,1.3333333333333333,2294.4444444444443,3375.75,High,1
HARYANA,HISAR,140.91666666666666,182.61111111111111,109.7222222222222,272.80555555555554,15.805555555555555,0.0,1833.111111111111,2554.972222222222,High,1
HARYANA,I&P HARYANA,0.0,0.0,0.0,0.0,0.0,0.0,649.0,649.0,Low,0
HARYANA,IRRIGATION & POWER,0.0,0.0,0.0,0.0,0.0,0.0,192.0,192.0,Low,0
HARYANA,JHAJJAR,92.91666666666669,78.47222222222221,55.80555555555557,112.05555555555556,20.61111111111111,0.0,492.3333333333333,852.1944444444445,High,1
HARYANA,JIND,88.16666666666667,147.27777777777777,73.1388888888889,103.52777777777776,11.611111111111112,0.0,813.3888888888888,1237.111111111111,Low,0
HARYANA,KAITHAL,77.5,155.75,56.888888888888886,131.80555555555554,7.777777777777779,0.0,504.0833333333333,933.8055555555557,High,1
HARYANA,KARNAL,222.16666666666663,486.3055555555556,134.75,206.33333333333331,15.055555555555555,0.0,802.0555555555555,1866.6666666666667,Low,0
HARYANA,KURUKSHETRA,91.58333333333331,118.66666666666669,71.27777777777777,109.8888888888889,7.805555555555554,0.0,777.5833333333334,1176.8055555555557,Low,0
HARYANA,MAHENDERGARH,79.0,82.0,163.0,78.0,15.0,0.0,488.0,905.0,Low,0
HARYANA,MAHENDRAGARH,66.75,127.625,50.333333333333336,66.70833333333333,8.958333333333332,0.0,720.8333333333333,1041.2083333333333,High,1
HARYANA,MEWAT,186.66666666666663,94.875,77.45833333333333,148.04166666666666,7.375,0.0,729.1666666666666,1243.5833333333333,Low,0
HARYANA,PALWAL,133.85714285714286,134.66666666666666,98.1904761904762,154.47619047619048,13.142857142857144,0.0,778.8095238095239,1313.142857142857,Low,0
HARYANA,PANCHKULA,63.66666666666666,214.58333333333331,40.05555555555556,72.77777777777777,4.055555555555555,0.0,440.88888888888886,836.0277777777778,Low,0
HARYANA,PANIPAT,163.63888888888889,234.52777777777771,90.97222222222224,158.0277777777778,14.805555555555555,0.0,1037.638888888889,1699.611111111111,Low,0
HARYANA,REWARI,107.0,147.88888888888889,82.69444444444444,93.16666666666669,11.5,0.0,710.5,1152.75,Low,0
HARYANA,ROHTAK,153.33333333333334,128.13888888888889,90.80555555555556,125.3888888888889,16.583333333333332,0.3333333333333333,894.2222222222222,1408.8055555555554,Low,0
HARYANA,SIRSA,138.41666666666666,205.41666666666663,83.33333333333333,160.69444444444443,6.138888888888888,0.3333333333333333,1083.888888888889,1678.222222222222,Low,0
HARYANA,SONIPAT,137.5,155.44444444444443,98.16666666666669,149.94444444444443,25.194444444444443,0.0,1102.0833333333333,1668.3333333333333,Low,0
HARYANA,YAMUNANAGAR,113.41666666666669,426.6388888888889,76.66666666666667,151.91666666666666,8.583333333333334,0.3333333333333333,808.4722222222222,1586.0277777777776,Low,0
HIMACHAL PRADESH,BADDI,27.0,27.0,31.0,19.0,0.0,1.0,191.0,296.0,Low,0
HIMACHAL PRADESH,BADDIPOLICEDIST,19.125,49.0,11.625,14.75,0.125,0.0,127.375,222.0,Low,0
HIMACHAL PRADESH,BILASPUR,38.41666666666666,85.80555555555554,68.1388888888889,27.86111111111111,0.1111111111111111,0.0,659.1111111111112,879.4444444444445,Low,0
HIMACHAL PRADESH,C I D,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,Low,0
HIMACHAL PRADESH,CHAMBA,53.833333333333336,41.75,35.86111111111111,8.583333333333334,0.2222222222222222,0.0,296.22222222222223,436.47222222222223,Low,0
HIMACHAL PRADESH,HAMIRPUR,30.666666666666668,35.916666666666664,42.72222222222223,24.80555555555556,0.0555555555555555,0.0,406.6111111111111,540.7777777777778,Low,0
HIMACHAL PRADESH,KANGRA,96.33333333333331,104.80555555555556,105.0277777777778,50.05555555555555,0.25,0.0,1583.3333333333333,1939.805555555556,High,1
HIMACHAL PRADESH,KINNAUR,21.25,8.86111111111111,7.388888888888888,3.527777777777777,0.0277777777777777,0.0,68.72222222222223,109.77777777777776,Low,0
HIMACHAL PRADESH,KULLU,62.16666666666666,47.52777777777778,45.583333333333336,21.611111111111114,0.0833333333333333,0.0,475.25,652.2222222222222,Low,0
HIMACHAL PRADESH,LAHAUL & SPITI,0.0,2.0,0.0,0.0,0.0,0.0,61.0,63.0,Low,0
HIMACHAL PRADESH,LAHAUL SPITI,2.75,0.5,0.2083333333333333,0.4583333333333333,0.0,0.0,58.54166666666667,62.45833333333333,Low,0
HIMACHAL PRADESH,MANDI,99.75,87.66666666666667,116.61111111111111,41.05555555555555,0.1388888888888889,0.0,1051.6666666666667,1396.888888888889,Low,0
HIMACHAL PRADESH,SHIMLA,96.75,92.91666666666669,80.36111111111111,27.972222222222225,0.1666666666666666,0.0,933.7222222222224,1231.888888888889,Low,0
HIMACHAL PRADESH,SIRMAUR,63.66666666666666,37.888888888888886,53.80555555555557,22.86111111111111,0.1666666666666666,0.0,364.75,543.1388888888888,Low,0
HIMACHAL PRADESH,SOLAN,44.75,38.69444444444445,33.583333333333336,16.583333333333332,0.1944444444444444,0.0,349.1944444444444,483.0,High,1
HIMACHAL PRADESH,UNA,56.333333333333336,38.13888888888889,36.66666666666666,48.52777777777777,0.4166666666666667,0.0,455.27777777777777,635.3611111111112,High,1
JAMMU & KASHMIR,ANANTNAG,50.91666666666666,209.69444444444443,151.33333333333334,4.833333333333333,0.0,0.0,585.1111111111112,1001.8888888888888,Low,0
JAMMU & KASHMIR,AWANTIPORA,15.333333333333334,42.02777777777778,25.416666666666668,0.8055555555555557,0.0,0.0,199.02777777777771,282.6111111111111,Low,0
JAMMU & KASHMIR,BANDIPORA,15.2,125.33333333333331,75.86666666666666,3.2,0.0,0.0,261.8666666666667,481.4666666666667,Low,0
JAMMU & KASHMIR,BARAMULLA,46.583333333333336,207.94444444444443,145.30555555555557,8.555555555555555,0.0277777777777777,0.0,563.4444444444445,971.861111111111,Low,0
JAMMU & KASHMIR,BORDER,19.5,29.85,8.3,2.95,0.75,0.0,454.95,516.3,High,1
JAMMU & KASHMIR,BUDGAM,28.666666666666668,140.5,60.63888888888889,1.9444444444444449,0.0,0.0,497.52777777777777,729.2777777777778,Low,0
JAMMU & KASHMIR,CRIME JAMMU,0.0,0.0,0.0,0.0,0.0,0.0,0.5277777777777778,0.5277777777777778,Low,0
JAMMU & KASHMIR,CRIME KASHMIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
JAMMU & KASHMIR,CRIME SRINAGAR,1.0,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,1.0303030303030305,Low,0
JAMMU & KASHMIR,DODA,66.0,76.3888888888889,61.638888888888886,21.694444444444446,0.0,0.0,383.0,608.7222222222222,Low,0
JAMMU & KASHMIR,GANDERBAL,11.833333333333334,68.16666666666667,76.30555555555556,3.083333333333333,0.0,0.0,181.5,340.8888888888889,Low,0
JAMMU & KASHMIR,HANDWARA,19.0,64.09090909090908,96.54545454545456,2.696969696969697,0.0,0.0,205.1515151515152,387.4848484848485,Low,0
JAMMU & KASHMIR,JAMMU,142.16666666666666,180.41666666666663,104.97222222222224,98.11111111111111,4.777777777777778,0.0,2154.861111111111,2685.305555555555,High,1
JAMMU & KASHMIR,KARGIL,2.6666666666666665,4.138888888888889,0.8333333333333334,0.0833333333333333,0.0,0.0,50.5,58.22222222222223,Low,0
JAMMU & KASHMIR,KATHUA,53.0,70.44444444444444,51.66666666666666,16.5,1.0555555555555556,0.0,671.3888888888888,864.0555555555555,Low,0
JAMMU & KASHMIR,KISHTWAR,22.0,48.26666666666667,22.8,12.133333333333333,0.0,0.0,224.73333333333332,329.93333333333334,Low,0
JAMMU & KASHMIR,KULGAM,28.916666666666668,134.25,178.7222222222222,0.1944444444444444,0.0,0.0,226.7222222222222,568.8055555555555,Low,0
JAMMU & KASHMIR,KUPWARA,35.5,102.0,76.80555555555556,6.722222222222221,0.0,0.0,244.80555555555557,465.8333333333333,Low,0
JAMMU & KASHMIR,LEH,10.916666666666666,2.611111111111111,3.9166666666666665,0.0277777777777777,0.0,0.0,129.88888888888889,147.36111111111111,Low,0
JAMMU & KASHMIR,POONCH,46.41666666666666,71.55555555555556,52.16666666666666,16.555555555555554,0.0,0.0,359.97222222222223,546.6666666666666,Low,0
JAMMU & KASHMIR,PULWAMA,23.58333333333333,80.19444444444444,30.472222222222225,1.4444444444444446,0.0833333333333333,0.0,134.30555555555554,270.0833333333333,Low,0
JAMMU & KASHMIR,RAJOURI,93.91666666666669,132.58333333333334,72.5,52.333333333333336,0.9722222222222224,0.0,1006.5277777777778,1358.8333333333333,Low,0
JAMMU & KASHMIR,RAMBAN,30.75,48.05555555555555,30.61111111111111,7.111111111111112,0.0,0.0,421.0,537.5277777777778,Low,0
JAMMU & KASHMIR,REASI,36.66666666666666,48.888888888888886,17.305555555555557,10.444444444444445,0.0,0.0,379.75,493.0555555555556,Low,0
JAMMU & KASHMIR,SAMBA,17.133333333333333,22.133333333333336,16.599999999999998,8.200000000000001,0.6666666666666666,0.0,419.26666666666665,484.0,High,1
JAMMU & KASHMIR,SHOPIAN,12.2,77.39999999999999,48.93333333333334,1.4666666666666668,0.0,0.0,159.06666666666666,299.06666666666666,Low,0
JAMMU & KASHMIR,SOPORE,29.666666666666668,84.44444444444444,95.44444444444446,5.555555555555556,0.0,0.0,173.0,388.1111111111111,Low,0
JAMMU & KASHMIR,SRINAGAR,54.75,225.5555555555556,317.05555555555554,52.41666666666666,0.0,0.0,1053.111111111111,1702.888888888889,Low,0
JAMMU & KASHMIR,UDHAMPUR,67.0,38.16666666666666,33.94444444444445,15.611111111111107,0.2777777777777778,0.0,681.2222222222222,836.2222222222222,High,1
JHARKHAND,BOKARO,159.75,186.94444444444449,6.722222222222221,165.33333333333334,18.194444444444443,0.0,1425.7777777777776,1962.7222222222224,High,1
JHARKHAND,CHAIBASA,174.91666666666666,63.52777777777778,30.416666666666668,29.694444444444446,1.75,0.3333333333333333,197.8888888888889,498.52777777777777,Low,0
JHARKHAND,CHATRA,60.833333333333336,63.083333333333336,21.222222222222225,16.472222222222225,28.555555555555557,7.333333333333333,525.1666666666666,722.6666666666666,Low,0
JHARKHAND,DEOGHAR,122.25,101.86111111111111,39.25,140.52777777777777,22.277777777777786,0.0,465.6111111111112,891.7777777777778,High,1
JHARKHAND,DHANBAD,163.41666666666666,327.22222222222223,49.19444444444445,75.22222222222221,33.916666666666664,0.0,1951.3333333333333,2600.305555555556,High,1
JHARKHAND,DUMKA,131.75,75.02777777777777,19.13888888888889,57.5,10.138888888888888,3.6666666666666665,498.6388888888889,795.8611111111112,Low,0
JHARKHAND,GARHWA,133.08333333333334,104.2777777777778,25.944444444444446,66.75,23.0,0.0,870.25,1223.3055555555554,High,1
JHARKHAND,GIRIDIH,160.16666666666666,129.44444444444443,47.75,182.41666666666663,40.16666666666666,0.0,1654.8055555555557,2214.75,High,1
JHARKHAND,GODDA,121.41666666666669,101.83333333333331,3.638888888888889,30.027777777777786,5.555555555555556,0.0,1102.0833333333333,1364.5555555555557,Low,0
JHARKHAND,GUMLA,167.5,91.0,17.833333333333332,17.166666666666668,1.0,19.33333333333333,214.47222222222223,528.3055555555555,Low,0
JHARKHAND,HAZARIBAGH,163.16666666666666,163.2777777777778,55.0,47.388888888888886,27.944444444444446,0.3333333333333333,1237.8333333333333,1694.9444444444443,Low,0
JHARKHAND,JAMSHEDPUR,197.5,185.88888888888889,71.27777777777777,123.1388888888889,13.75,0.0,1134.9722222222222,1726.5277777777776,Low,0
JHARKHAND,JAMTARA,85.16666666666667,50.19444444444445,25.722222222222214,80.5,7.777777777777778,0.6666666666666666,359.38888888888886,609.4166666666666,Low,0
JHARKHAND,KHUNTI,25.0,30.722222222222225,5.333333333333333,7.166666666666667,0.8333333333333334,8.0,56.22222222222222,133.27777777777777,Low,0
JHARKHAND,KODERMA,47.5,63.72222222222222,7.861111111111111,38.0,10.916666666666666,0.0,587.6666666666666,755.6666666666666,High,1
JHARKHAND,LATEHAR,65.5,56.5,7.5,12.583333333333334,5.444444444444444,0.0,260.80555555555554,408.3333333333333,High,1
JHARKHAND,LOHARDAGA,98.75,51.888888888888886,6.055555555555556,25.5,1.9166666666666667,0.0,186.2777777777778,370.3888888888889,High,1
JHARKHAND,PAKUR,143.91666666666666,54.55555555555555,13.972222222222223,89.3611111111111,1.7777777777777777,2.0,265.4166666666667,571.0,Low,0
JHARKHAND,PALAMU,101.33333333333331,108.16666666666669,19.02777777777778,32.36111111111111,20.58333333333333,0.0,836.5,1117.9722222222222,High,1
JHARKHAND,RAMGARH,107.33333333333331,89.8888888888889,22.777777777777786,26.77777777777777,10.944444444444445,0.0,273.6666666666667,531.3888888888889,Low,0
JHARKHAND,RANCHI,210.77777777777771,184.30555555555557,20.11111111111111,51.91666666666666,12.694444444444445,7.0,713.6666666666666,1200.4722222222224,Low,0
JHARKHAND,SAHEBGANJ,277.75,171.30555555555557,22.777777777777786,68.94444444444444,4.75,1.6666666666666667,518.3333333333334,1065.5277777777778,Low,0
JHARKHAND,SARAIKELA,101.75,61.97222222222222,28.444444444444443,24.55555555555556,5.833333333333333,0.0,270.72222222222223,493.27777777777777,Low,0
JHARKHAND,SIMDEGA,75.0,38.583333333333336,7.25,9.888888888888888,0.5277777777777778,0.0,90.94444444444444,222.19444444444443,Low,0
KARNATAKA,BAGALKOT,59.16666666666666,39.66666666666666,109.7777777777778,52.77777777777778,3.3611111111111107,0.0,824.75,1089.5,Low,0
KARNATAKA,BALLARI,144.0,31.0,242.0,72.0,12.0,0.0,300.0,801.0,Low,0
KARNATAKA,BANGALORE,159.47916666666666,690.125,203.47916666666663,252.2708333333333,35.91666666666667,0.0,6136.125,7477.395833333333,High,1
KARNATAKA,BELAGAVI,122.0,45.5,321.5,117.0,6.0,0.5,615.5,1228.0,Low,0
KARNATAKA,BELGAUM,126.5,109.0,188.66666666666669,197.5833333333333,7.958333333333333,0.0,3257.5416666666665,3887.25,High,1
KARNATAKA,BELLARY,72.75,96.125,79.875,62.458333333333336,6.625,0.0,1683.5416666666663,2001.375,High,1
KARNATAKA,BENGALURU,248.0,746.0,843.5,293.5,39.5,6.0,3947.0,6123.5,High,1
KARNATAKA,BIDAR,62.41666666666666,76.5,105.44444444444446,95.77777777777776,8.055555555555555,0.0,1872.638888888889,2220.833333333333,High,1
KARNATAKA,BIJAPUR,61.375,85.04166666666666,83.79166666666666,104.0,2.5,0.0,1379.6666666666663,1716.375,High,1
KARNATAKA,CBPURA,66.0,66.3,51.0,48.4,12.9,0.0,982.6,1227.2,High,1
KARNATAKA,CHAMARAJNAGAR,34.333333333333336,32.75,107.9722222222222,24.08333333333333,4.277777777777778,0.3333333333333333,636.2777777777778,840.0277777777778,Low,0
KARNATAKA,CHICKMAGALUR,50.875,73.58333333333333,99.33333333333331,77.625,5.833333333333334,0.0,1277.5833333333337,1584.8333333333337,High,1
KARNATAKA,CHIKKABALLAPURA,108.0,31.0,220.0,26.0,10.0,0.0,694.0,1089.0,Low,0
KARNATAKA,CHIKKAMAGALURU,90.0,75.0,346.0,110.0,5.0,0.0,1819.0,2445.0,High,1
KARNATAKA,CHITRADURGA,74.08333333333333,55.47222222222222,248.16666666666663,65.0,10.027777777777777,0.0,1673.4444444444443,2126.1944444444443,High,1
KARNATAKA,DAKSHIN KANNADA,36.875,38.41666666666666,55.95833333333333,42.875,0.8333333333333334,0.0,1603.2083333333333,1778.1666666666663,High,1
KARNATAKA,DAKSHINA KANNADA,121.0,15.0,144.0,32.0,1.0,0.0,385.0,698.0,Low,0
KARNATAKA,DAVANAGERE,87.25,79.77777777777779,221.25,101.66666666666669,10.611111111111112,0.0,1271.25,1771.8055555555557,Low,0
KARNATAKA,DHARWAD,38.4,75.78333333333333,33.416666666666664,35.8,2.55,0.0,675.8333333333333,861.7833333333332,High,1
KARNATAKA,GADAG,36.66666666666666,21.416666666666668,43.91666666666666,28.02777777777777,1.7777777777777777,0.0,338.0,469.8055555555555,High,1
KARNATAKA,GULBARGA,119.20833333333334,149.95833333333331,115.16666666666666,124.91666666666666,7.958333333333334,0.0,1990.5,2507.708333333333,High,1
KARNATAKA,HASSAN,141.41666666666666,91.61111111111111,254.8055555555556,120.3611111111111,11.083333333333334,0.0,2112.277777777778,2731.555555555555,High,1
KARNATAKA,HAVERI,64.25,25.33333333333333,105.33333333333331,45.36111111111112,4.5,0.0,778.5555555555557,1023.3333333333334,Low,0
KARNATAKA,HUBBALLI DHARWAD,63.0,39.0,65.0,39.0,7.0,1.0,335.0,549.0,Low,0
KARNATAKA,K G F,40.5,23.791666666666664,21.541666666666668,17.5,4.125,0.0,285.0,392.45833333333337,High,1
KARNATAKA,KALABURGI,159.0,102.0,301.0,127.0,14.0,0.0,1088.0,1791.0,Low,0
KARNATAKA,KODAGU,61.75,39.86111111111111,63.63888888888889,38.47222222222222,1.8333333333333333,0.0,668.5277777777778,874.0833333333334,High,1
KARNATAKA,KOLAR,67.66666666666667,38.333333333333336,64.13888888888889,27.166666666666668,8.027777777777779,0.0,953.0277777777776,1158.361111111111,High,1
KARNATAKA,KOPPAL,58.5,31.166666666666668,44.38888888888889,51.77777777777778,2.388888888888889,0.0,691.5833333333334,879.8055555555557,High,1
KARNATAKA,MANDYA,89.0,131.7222222222222,288.4166666666667,138.61111111111111,13.638888888888888,0.0,2084.083333333333,2745.472222222222,High,1
KARNATAKA,MANGALORE,51.0,29.0,41.0,55.25,0.75,0.0,1552.5,1729.5,High,1
KARNATAKA,MANGALURU,75.0,22.0,146.0,56.0,1.0,0.0,579.0,879.0,Low,0
KARNATAKA,MYSORE,54.0,68.79166666666666,46.47916666666667,70.52083333333333,10.583333333333332,0.0,1394.3541666666667,1644.7291666666667,High,1
KARNATAKA,MYSURU,123.5,58.0,292.5,79.0,11.5,0.0,955.0,1519.5,Low,0
KARNATAKA,RAICHUR,114.91666666666669,58.22222222222222,213.72222222222223,134.80555555555557,4.444444444444444,0.0,1137.638888888889,1663.75,Low,0
KARNATAKA,RAMANAGAR,79.60000000000001,112.86666666666667,168.20000000000002,60.26666666666667,13.466666666666669,0.0,1833.1333333333328,2267.5333333333333,High,1
KARNATAKA,SHIMOGA,117.25,115.22222222222224,391.75,239.13888888888889,5.944444444444444,0.6666666666666666,2179.5,3049.472222222222,High,1
KARNATAKA,TUMAKURU,108.0,34.0,492.0,87.0,15.0,1.0,1040.0,1777.0,Low,0
KARNATAKA,TUMKUR,81.5,77.16666666666667,148.41666666666666,76.95833333333334,14.333333333333332,0.0,2352.375,2750.75,High,1
KARNATAKA,UDUPI,56.25,34.666666666666664,105.1388888888889,53.19444444444444,1.972222222222222,0.0,1165.5833333333333,1416.8055555555557,Low,0
KARNATAKA,UTTAR KANNADA,34.625,79.33333333333333,103.83333333333331,73.04166666666667,3.7083333333333335,0.0,1650.0416666666663,1944.5833333333333,High,1
KARNATAKA,UTTARA KANNADA,76.0,61.0,314.0,56.0,0.0,0.0,642.0,1149.0,Low,0
KARNATAKA,VIJAYAPURA,135.0,71.0,254.0,122.0,7.0,0.0,510.0,1099.0,Low,0
KARNATAKA,YADGIRI,65.0,57.66666666666666,165.33333333333334,55.77777777777778,2.2222222222222223,0.0,337.3333333333333,683.3333333333334,Low,0
KERALA,ALAPUZHA,131.0,31.611111111111114,325.05555555555554,270.4444444444444,0.7777777777777777,0.0,4852.13888888889,5611.027777777777,High,1
KERALA,CRIME BRANCH,6.0,0.0,8.0,2.0,3.0,2.0,20.0,41.0,Low,0
KERALA,ERNAKULAM,139.54285714285714,25.585714285714285,227.64285714285717,152.1142857142857,0.9,0.4285714285714285,7962.514285714285,8508.728571428572,High,1
KERALA,IDUKKI,169.16666666666666,14.916666666666666,247.0,155.61111111111111,0.8611111111111112,0.0,2521.555555555555,3109.111111111111,High,1
KERALA,KANNUR,154.91666666666666,36.13888888888889,253.8888888888889,308.0,0.3888888888888888,0.0,2924.361111111111,3677.694444444444,High,1
KERALA,KASARGOD,180.0,28.02777777777777,163.88888888888889,196.63888888888889,0.8333333333333334,0.3333333333333333,2254.055555555556,2823.7777777777774,High,1
KERALA,KOLLAM,200.05714285714288,44.114285714285714,327.5,310.54285714285714,1.6857142857142855,0.0,4602.214285714285,5486.114285714286,High,1
KERALA,KOTTAYAM,154.83333333333334,33.80555555555555,290.1666666666667,192.94444444444443,0.2777777777777778,0.0,5562.444444444444,6234.472222222223,High,1
KERALA,KOZHIKODE,120.67142857142858,27.11428571428572,189.7142857142857,238.3142857142857,0.7999999999999999,0.0,2286.671428571429,2863.285714285714,High,1
KERALA,MALAPPURAM,259.5833333333333,24.305555555555557,371.4722222222222,589.2777777777778,0.6944444444444443,0.0,6930.38888888889,8175.722222222223,High,1
